name,price,img,url,description,people,cabins,year
Futura 900,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-900-0tsvd875xvc8jp6rbtyf6d7q1na2.webp,https://zegluj.pl/jacht/futura-900/2060,"Jacht motorowy Futura 900 łączy w sobie komfort wypoczynku i wygodę sterowania. Jacht posiada trzy oddzielne kabiny sypialne, oraz osobną kabinę prysznicową i WC....",7,3,2018
Tes 246 Versus,280.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tes-246-versus-odmzkwsucuj59xhzv8hbrm4zbr02.webp,https://zegluj.pl/jacht/tes-246-versus/2181,toaleta chemiczna dopłata 70zł opróżnienie wc chemicznego przez Armatora 300zł,6,1,2018
Vector 10,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/vector-10-n8e3ttdv2e6savo3praobgx39uqa.webp,https://zegluj.pl/jacht/vector-10/2234,"Vector 10.2Vector 10.2 wyróżnia się futurystyczną linią, miłym dla oka designem i niepowtarzalnym stylem. Dbałość o szczegóły i nacisk na praktyczność żeglarskich...",10,3,2018
Nautika 830,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-zs6i5b8qvtjykuxhxrnv2amkc8qe.webp,https://zegluj.pl/jacht/nautika-830/2275,"Dodatkowa opłata jeżeli nie wykonał czarterujący 
300zł za opróżnienie zbiornika fekali przez Armatora 
500zł za udrożnienie toalety jeżeli została zatkana 
100zł za...",6,2,2018
Aquatic 25T,280.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/aquatic-25t-0wu7be2bq72k69wzlf47aigfpdid.webp,https://zegluj.pl/jacht/aquatic-25t/2280,"Dodatkowa opłata toaleta chemiczna dopłata 70zł  jeżeli nie wykonał czarterujący 
300zł za opróżnienie WC Chemicznego  100zł za brudny kambuz i brudne naczynia",8,1,2018
Nexus 870 Revo,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-9ooovmdtgrlr7uixls55r8zjasaf.webp,https://zegluj.pl/jacht/nexus-870-revo/2388,"Nexus 870 Revo: Twoja Brama do Luksusowej Żeglugi na Mazurach Poznaj Nexus 870 Revo, wyjątkowy houseboat, który zapewnia nie tylko komfortowe warunki mieszkalne, ale...",6,2,2018
Antila 27,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-47kk5zg1dgzxooxdv52gxhnyt4qy.webp,https://zegluj.pl/jacht/antila-27/2446,,8,3,2018
Calipso 750,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-4yvwo7ln361desxfcgawf1h26yg8.webp,https://zegluj.pl/jacht/calipso-750/2532,,6,2,2018
Calipso 23,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-23-quxa4d7lkjwwt7u694vz6xrk3pe0.webp,https://zegluj.pl/jacht/calipso-23/2533,,6,0,2018
Maxus 33.1 RS,530.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-ix3t6bujmywau7o23xq2pohfo9f6.webp,https://zegluj.pl/jacht/maxus-33-1-rs/2638,,10,3,2018
Tango 30,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tango-30-f7alosjwew07thr8qdbqhwvob2fw.webp,https://zegluj.pl/jacht/tango-30/2641,,9,3,2018
Maxus 33.1 RS,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-qukts5jr5uyhx1soetj4kby9f364.webp,https://zegluj.pl/jacht/maxus-33-1-rs/2677,"Jacht po kompleksowej modernizacji 2026 — komfort, niezależność i styl na wodzie.  Szukasz jachtu, który łączy w sobie niezawodność, nowoczesne technologie i...",10,3,2018
Antila 33,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-20jeehjqq4u40xusori2a64ve2gw.webp,https://zegluj.pl/jacht/antila-33/334,Wyposażenie jachtu: • silnik stacjonarny (Diesel) 21 KM• ster strumieniowy na dziobie • Dwa koła sterowe;• elektryczny kabestan;• lazy jack;• drabinka zaburtowa na...,10,3,2017
Weekend 820,470.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/weekend-820-bz7lutduzofp3yixxi76sc582sl7.webp,https://zegluj.pl/jacht/weekend-820/373,Wyposażenie jachtuSilnik Yamaha 40KM z rozrusznikiem elektrycznymOgrzewanie TRUMARadio CD MP 3Lodówka gazowaZewnętrzne światła nawigacyjneOświetlenie wnętrzaGniazdo...,6,0,2017
Janmor 700,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-5ltxojmvl9p48akezr3lqh82sen6.webp,https://zegluj.pl/jacht/janmor-700/519,"Jest to mały, rodzinny houseboat. Ułożenie sterówki oraz kokpitu na tym samym poziomie, po otwarciu przesuwnych, szklanych drzwi, tworzy jedną, dużą, wspólną...",5,0,2017
Tes 246 Versus,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tes-246-versus-0czt6fjk460imj74cip1vpa554yn.webp,https://zegluj.pl/jacht/tes-246-versus/539,"DANE TECHNICZNERok produkcji: 2017Długość całkowita: 7.49Szerokość: 2.54 mZanurzenie min/max: 0,35 / 1,4Liczba koi: 7Max liczba miejsc: 7Liczba kabin: 2Wysokość w...",7,2,2017
Antila 33,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-rrp049myb9snl06fq195njzda12u.webp,https://zegluj.pl/jacht/antila-33/556,"DANE TECHNICZNERok produkcji: 2015/2017Długość całkowita: 9.6Szerokość: 3.24 mZanurzenie min/max: 0,45 / 1,8Liczba koi: 9Max liczba miejsc: 9Liczba kabin: 3Wysokość w...",10,3,2017
Nautika 830,560.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-jw6yvhky7t1u5spopa9xjl7o8uif.webp,https://zegluj.pl/jacht/nautika-830/576,"Nautika 830 to komfortowy sposób na spędzenie wakacji na mazurskich jeziorach. Daje możliwość pływania od pierwszych dni wiosennych, aż do jesiennych chłodów. Posiada...",6,2,2017
Laguna 30,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-30-5dmiprkiml0bslv8zbi2u4y6dcg9.webp,https://zegluj.pl/jacht/laguna-30/581,Jacht Laguna 30 NESSIE to doskonała kombinacja komfortu podróżowania oraz ogromnych walorów nautycznych. Łódź posiada przestronne wnętrze wykończone w eleganckim...,10,3,2017
Sedna 26,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-26-ugficyslhlq6cbyt340ohje0m8hy.webp,https://zegluj.pl/jacht/sedna-26/584,"Sedna 26 NATHALIE to nowoczesny jacht o ogromnych walorach nautycznych, niezwykle komfortowym wnętrzu i kokpicie. Ta łódź posiada przestronne wnętrze wykończone w...",8,0,2017
Maxus 33.1 RS,660.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-tei3umeglr4q9id4dp6m1ofyjfmw.webp,https://zegluj.pl/jacht/maxus-33-1-rs/588,,10,3,2017
Laguna 700 Cruiser,290.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-700-cruiser-hfzb36gwb7m2cq356y8ywetjzg3f.webp,https://zegluj.pl/jacht/laguna-700-cruiser/597,"Jacht motorowy Laguna 700 Cruiser to idealny houseboat dla tych, którzy lubią wygodę i komfort. Na rufie znajduje się platforma kąpielowa umożliwiająca wygodne zejście...",6,0,2017
Maxus 33.1 RS,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-8n5wa02yzllas9bdzc2k0fmv6eo2.webp,https://zegluj.pl/jacht/maxus-33-1-rs/634,Maxus 33.1 RS został stworzony przez stocznię Northman jako nowsza i ulepszona wersja popularnego na Mazurach Maxusa 33. Jacht charakteryzuje się doskonałymi walorami...,10,3,2017
Cobra 33,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/cobra-33-a5j0gxfkjlannk1x3zfu59wg3750.webp,https://zegluj.pl/jacht/cobra-33/665,"Cobra 33 to nowoczesny crusier – jacht turystyczno – regatowy, noszący cechy typowej, wygodnej jednostki turystycznej,  lecz o wyraźnym sportowym zacięciu.
Udany jacht...",8,3,2017
Laguna 30,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-30-mdxljm5b9g1q1hdh1gw4r46t76ye.webp,https://zegluj.pl/jacht/laguna-30/673,Laguna 30 „PLUS” – jeszcze wygodnieszsza Laguna w pełni wyposażona we wszystkie dostepne udogodnienia .Łączy zalety typowego „mazurskiego „ jachtu – umożliwiając...,8,3,2017
Maxus 28,344.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-28-lj8wamkjiq289xvgpzhifhum305w.webp,https://zegluj.pl/jacht/maxus-28/701,Zdobywca nagrody Polskiej Izby Przemysłu Jachtowego i Sportów Wodnych oraz Złotego Pagaja Sailforum. Zwycięzca wielu regat.Jacht stanowi połączenie doskonałych...,8,2,2017
Antila 27,380.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-1tnbfbyrzrt524wqu9bd5r4mak0h.webp,https://zegluj.pl/jacht/antila-27/758,Jest to  3 KABINOWY jacht wyprodukowany w 2017 roku. Jacht bardzo szybki i zwrotny. Silnik Mercury 8 KM z ładowaniem i zmianą biegów w manetce! Bardzo polecam. Liczba...,8,3,2017
Platinum 35 (989),700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-7iau914wn3eneo46vuhc2low5j8a.webp,https://zegluj.pl/jacht/platinum-35-989/765,"Jacht Platinum 989 wyróżnia się przede wszystkim komfortowym salonem z aneksem kuchennym i sterówką, które oddziela od krajobrazu jedynie przyciemnione przeszklenie....",6,3,2017
Nautika 1300,1250.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-1300-a7daf24gaf4kp3mybs19641e61gy.webp,https://zegluj.pl/jacht/nautika-1300/815,NAUTIKA 1300 BELLA WHITEDelphia Nautika 1300 to obecnie nasza największa jednostka motorowa – luksusowy gentleman jacht. Jednocześnie w pełni realizuje założenia...,10,4,2017
Platinum 35 (989),1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-g4ejafbqydd865o4mfq4gwigve43.webp,https://zegluj.pl/jacht/platinum-35-989/821,Pół-ślizgowy jacht 989 Platinum Flybridge nowość roku 2017 odkrywa nową jakość wnętrza oferując użytkownikom kokpit salonowy z pełnym wyposażeniem oraz komfortowe...,8,3,2017
Antila 33,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-5hb3pn4y70nimyhwdf5sc8w1fwai.webp,https://zegluj.pl/jacht/antila-33/872,"Antila 33 to nowoczesny, podążający za obecnymi trendami, luksusowy jacht żaglowy przeznaczony do uprawiania żeglarstwa śródlądowego. Jacht ten jest flagowym modelem...",10,3,2017
Antila 27,380.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-jbjhu2ll5c2s687g59a1rwejnj35.webp,https://zegluj.pl/jacht/antila-27/890,jacht 3 kabinowy z ogrzewaniem i lodówką,10,3,2017
Calipso 750,420.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-6cgn0l89swo7ypnyk4ee0ncp9jm1.webp,https://zegluj.pl/jacht/calipso-750/940,"Calipso 750 to nowoczesna,bardzo wygodna spacerowa łódź motorowa przeznaczona do komfortowego rejsu dla sześciu osób. Stałe zadaszenie nad obszernym kokpitem wraz z...",6,2,2017
Sedna 26,289.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-26-i3zn6s5yukj4e6fefogh9s5hq7j2.webp,https://zegluj.pl/jacht/sedna-26/953,"JACHT SEDNA 26-2 GENERACJA( OGRZEWANIE WEBASTO !!!​ to bardzo przestronna (185cm wys. w kabinie), nowoczesna i szybka konstrukcja. Jest to dzieło znanego architekta...",8,1,2017
Sedna 30,319.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-30-q4955e5l623bq3r4jg7z4i4u4ggb.webp,https://zegluj.pl/jacht/sedna-30/954,"JACHT SEDNA 30 - OGRZEWANIE WEBASTO !! Piękny, nowoczesny i szybki jacht turystyczny o sportowym charakterze, dający dużą satysfakcję z żeglugi. Jest to najnowsze...",10,3,2017
Futura 36,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-36-5rbpf71tpjst9195ij62ksh4qqch.webp,https://zegluj.pl/jacht/futura-36/1021,"Futura 36
Przy projektowaniu Futury 36 założeniem było zapewnienie Ci wygody porównywalnej z pełnowymiarowym mieszkaniem. To niesamowite, ale na 36 stopowym jachcie...",10,3,2017
Maxus 33.1 RS,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-tu9scw93ctmh9is2871vkr7y1pm0.webp,https://zegluj.pl/jacht/maxus-33-1-rs/1192,Maxus 33.1 RS powstał na bazie naszych doświadczeń z produkcji i eksploatacji modelu Maxus 33 – jachtu który w ostatnich latach przebojem zdobył rynek. Teraz...,10,3,2017
Weekend 820,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/weekend-820-i0dyjmlonoubtknxmgjqpw7l0nso.webp,https://zegluj.pl/jacht/weekend-820/1213,"Wygodny, rodzinny luksusowy jacht motorowy dla 2-8 osób. Jacht polecamy szczególnie dla rodzin z dziećmi, grup przyjaciół, lub par. Jego sterowność, zwrotność i...",6,0,2017
Tango 33,530.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tango-33-z6djw02wvz9ejn9kb5pnyd4zz3u3.webp,https://zegluj.pl/jacht/tango-33/1236,"Jacht Tango 33 w wersji Prestige- bardzo zadbany i bogato wyposażony. Ogromna radość z żeglowania! Jacht jest naprawdę szybki i bardzo wygodny, jeśli chodzi o warunki...",9,3,2017
Futura 36,850.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-36-9ebtde2g2oq0syryfgjedw968jzx.webp,https://zegluj.pl/jacht/futura-36/1238,"Futura 36 w wersji High Line to luksusowy jacht motorowy to Houseboat, czyli  jednostka motorowa o najwyższym standardzie mieszkalnym. W komfortowych warunkach może na...",10,3,2017
Antila 33,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-2oyv34krnbhwauqxa538idnoq127.webp,https://zegluj.pl/jacht/antila-33/1239,"Zarezerwuj ten wspaniały jacht i ciesz się luksusem na wodzie!
Nowe tapicerki 2021! Odnowiony teak w kokpicie, zadbany jacht z bardzo bogatym wyposażeniem. Nowy grot...",9,3,2017
Laguna 700 Cruiser,200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-700-cruiser-lsvbbed5ab878ym2w5956axhlgw2.webp,https://zegluj.pl/jacht/laguna-700-cruiser/1460,"Laguna 700 Dane techniczne:długość:7,8 mszerokość:2,5 mwys. w kabinie:1,8 mzanurzenie:0,4 milość osób:4rok produkcji:2017Wyposażenie:koło steroweSter...",5,0,2017
Antila 27,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-9wewushjund4ve34xstnaglbosgp.webp,https://zegluj.pl/jacht/antila-27/1466,"Antila 27 Jacht jest bardzo dobrze skonfigurowany nautycznie, dopracowany w szczegółach i starannie wykończony. Opis szczegółowy parametrów i wyposażenia jachtuModel...",9,3,2017
Nautika 830,465.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-kkjxvh6onui1fc0tey5sydie4ab3.webp,https://zegluj.pl/jacht/nautika-830/1470,"Nautika 830 została zaprojektowana dla 4-6 osób. Zaletą jachtu motorowego jest łatwość sterowania zarówno do przodu, jak i na biegu wstecznym, dzięki bardzo silnemu...",6,2,2017
Platinum 35 (989),900.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-oqpvko2k9eukas7ialqp2gei3m1a.webp,https://zegluj.pl/jacht/platinum-35-989/1671,"Pierwszy jacht na Mazurach ze zdublowaną sterówką na górnym pokładzie tzw. FLYbridge !!!!!  Świetnie wyposażony,  z kokpitem salonowym na którym przestrzeń została...",7,3,2017
Maxus 33,379.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-jr7xk5l6jblxi07orc35yo0s5zlc.webp,https://zegluj.pl/jacht/maxus-33/1755,Wyposażenie zewnętrzneSzprycbudaTentStolik w kokpicieDziobowy pokład słonecznyRufowy pokład słonecznyPlatforma kąpielowaDrabinka zaburtowa rufowaRelingiOświetlenie...,10,3,2017
Aquatic 25T,280.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/aquatic-25t-2r3w0b7lrxslsnd5gne97ti85bm6.webp,https://zegluj.pl/jacht/aquatic-25t/2099,"Doskonałe właściwości nautyczne i sportowe zacięcie połączone z przestronną i wygodną kabiną. Oto jednostka spełniająca oczekiwania żeglarzy ceniących sobie komfort,...",8,0,2017
Weekend 820,520.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/weekend-820-mvop99ivwoq45mqmdybfjrfbw3p8.webp,https://zegluj.pl/jacht/weekend-820/2137,,7,0,2017
Relax 720,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/relax-720-uc232kl7ee6rx5t0plv0k99geygy.webp,https://zegluj.pl/jacht/relax-720/2138,,4,0,2017
Nexus 870 Revo,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-q4wggw5dm4br0gyhxvtz3l7kjq73.webp,https://zegluj.pl/jacht/nexus-870-revo/2436,"Nexus Revo 870 – Kompaktowa elegancja na wodzie.Poznaj Nexus Revo 870 – nowoczesny jacht motorowy, który łączy kompaktowe wymiary z komfortem klasy premium. Stworzony...",6,1,2017
Futura 36,900.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-36-sgjmau266z5upctxtgdsisre124w.webp,https://zegluj.pl/jacht/futura-36/2613,,10,3,2017
Futura 900,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-900-vc66cjxds2vnn0bu4eh13dg0fgpr.webp,https://zegluj.pl/jacht/futura-900/2614,,6,3,2017
Shine 30,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/shine-30-ughtt1okenxgq35n7okuvld78ofq.webp,https://zegluj.pl/jacht/shine-30/253,"Shine 30 – doskonały jacht rekreacyjny i regatowy. Jednostka o długości dziewięciu metrów, solidnie i starannie wykonana w nowoczesnej i eleganckiej stylistyce,...",10,3,2016
Viva 606 Cabin,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/viva-606-cabin-wjtg4x6sa0zx2pn5tev1398oxx18.webp,https://zegluj.pl/jacht/viva-606-cabin/335,,5,1,2016
Delphia 33 MC,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/delphia-33-mc-dp06rmm89r6rdat1hs7mc43xwrdr.webp,https://zegluj.pl/jacht/delphia-33-mc/339,Wyposażenie jachtulazy jackinstalacja wody pitnejinstalacja wody zaburtowejciepła wodaradioCDlodówkaster strumieniowywyciągarka do kotwicy,10,3,2016
Twister 32,460.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/twister-32-kgc7644jbl6ne5cjcw04hjg8re5z.webp,https://zegluj.pl/jacht/twister-32/356,WyposażenieLodówka wbudowanaToaleta morskaKuchenka gazowaOgrzewanieProstownikElektryczny kabestan12 V230 VLazy JackCD PlayerEchosondaZbiornik wody pitnejinstalacja...,8,3,2016
Futura 860,565.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-860-tagyeuq2sy2yeh17ytcfxmwkqied.webp,https://zegluj.pl/jacht/futura-860/401,"Futura 860 została zaprojektowana dla 6-8 osób. Zaletą jachtu motorowego jest łatwość sterowania zarówno do przodu, jak i na biegu wstecznym, dzięki bardzo silnemu...",6,3,2016
Antila 24,380.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-bksfumtk2fuy0noh9tb6w8yaw7jz.webp,https://zegluj.pl/jacht/antila-24/454,W przypadku samodzielnego wysprzątania jachtu po czarterze opłata serwisowa/za sprzątanie zostanie pomniejszona o 150 zł.Dane techniczne:Długość kadłuba 720...,8,0,2016
Maxus 33.1 RS,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-r4anc3re4445bqfzpqx0lioeiki1.webp,https://zegluj.pl/jacht/maxus-33-1-rs/509,"Nowe żagle i olinowanie (na sezon 2022)!!!  Nowe gąbki w materacach 2023. NOWOŚĆ, jeszcze lepszy, piękniejszy i szybszy.To najnowszy komfortowy i najbardziej...",10,3,2016
Nautika 1000,590.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-1000-fw02jvo0mfy9goquxbyym4ov73s5.webp,https://zegluj.pl/jacht/nautika-1000/514,"Nautica 1000 ( Nowość z 2016 r) Klimatyzacja na 230v, perfekcyjny kompromis pomiędzy funkcjonalnością, przestrzenią i estetyką.Niskie zużycie paliwa w połączeniu z...",8,3,2016
Phila 900,540.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phila-900-c0lxrggufhsab7y1fopaoqeuas4r.webp,https://zegluj.pl/jacht/phila-900/528,"DANE TECHNICZNERok produkcji: 2014/2016Długość całkowita: 9.52Szerokość: 2.95 mZanurzenie min/max: 0,4 / 1,5Liczba koi: 8Max liczba miejsc: 8Liczba kabin: 3Wysokość w...",10,3,2016
Discovery Dreamer 1150,999.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/discovery-dreamer-1150-11quwhrucuytbg0f2so7jlfod69c.webp,https://zegluj.pl/jacht/discovery-dreamer-1150/578,TERAZ DESKA SUP ! na życzenie. Jacht DISCØVERY 1150 powstał w kooperacji z partnerami z Danii i Niemiec. W oparciu o wiedze i doświadczenie wynikające z wielu lat...,10,3,2016
Maxus 28,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-28-2rwlkqmtb4c76xbcul8al2xem089.webp,https://zegluj.pl/jacht/maxus-28/591,,8,2,2016
Laguna 25 (730),310.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-25-730-65q1ibwo711xfsbm676m4xuk60vj.webp,https://zegluj.pl/jacht/laguna-25-730/610,Laguna 730 wyposażona jest w ogrzewanie i lodówkę.Laguna 730 to idealny jacht do żeglowania po Mazurach dla czterech do sześciu osób. Oczywiście jeśli budżet nie...,8,0,2016
Tes 32 Dreamer,420.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tes-32-dreamer-8wc7f1v3fkyftwq9k8i9cdmvjlh3.webp,https://zegluj.pl/jacht/tes-32-dreamer/664,"Jacht zbudowany z myślą o maksymalnym komforcie załogi, przeznaczony do długich rejsów po akwenach śródlądowych jaki i przybrzeżnych wodach morskich. Bardzo obszerne i...",9,3,2016
Maxus 33,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-zy4zud6q15ffspdnhk9ke8ylh05d.webp,https://zegluj.pl/jacht/maxus-33/670,"Maxus 33 to duży komfortowy cruizer dedykowany klientom którzy szukają kompromisu miedzy zaletami żeglarskimi a wygodą bytowania na jachcie.
Jacht posiada 3...",10,3,2016
Maxus 33.1 RS,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-5g224lik2gg5l37c0rqf250el6bn.webp,https://zegluj.pl/jacht/maxus-33-1-rs/761,2026 nowe grube materace wymienione wraz z pokrowcamiLIFTING JACHTU 2023 :wymienione pokrowce materaców mesy na materiał nieplamiący w 2023wymieniona podłoga w jachcie...,10,3,2016
Antila 33,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-4o3q0r4fq2hs5xug5qsxkdn0qarl.webp,https://zegluj.pl/jacht/antila-33/766,"NOWE ŻAGLE 2026, BIMINI, FOK TRADYCYJNY Z SZOTAMI. Przestronny i ergonomiczny kokpit ze stałym stołem oraz wydzielone stanowisko sternika z dwoma kołami sterowymi oraz...",10,3,2016
Futura 36,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-36-nqp34jawf7g4jicv9emlawwsuvdx.webp,https://zegluj.pl/jacht/futura-36/813,"NOWOŚĆ roku 2016, jacht Futura 36 w pełni doposażony i przygotowany do sezonu rejsowego po Wielkich Jeziorach Mazurskich.-BEZ UPRAWNIEŃ- !!!Nowy luksusowy jacht FUTURA...",8,3,2016
Tes 393 Illuminatus,820.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tes-393-illuminatus-qhyzs258hvie1ob1vpd6uwi0369n.webp,https://zegluj.pl/jacht/tes-393-illuminatus/830,"Tes 393 IlluminatusKLASYCZNE KSZTAŁTY W NOWOCZESNYM WYDANIUTES Illuminatus 393 to komfortowy, duży jacht motorowy, który dzięki trzem zamykanym kabinom i...",8,3,2016
Sasanka 700 Viva,185.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sasanka-700-viva-mfgkq4443n906q113an8yqx3k7qj.webp,https://zegluj.pl/jacht/sasanka-700-viva/958,"JACHT SASANKA VIVA 700Nowe Żagle 2022r. i Nowy silnik 2023r.Jacht posiada duży Kokpit, w którym podczas żeglowania wygodnie mieści się 6 osób. Wnętrze ma 4 osobne...",6,0,2016
Antila 26 CC,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-eslsoyz396ygcwyd56gkindpnnvs.webp,https://zegluj.pl/jacht/antila-26-cc/962,"Antila 26CC z każdej strony wygląda olśniewająco, szczególnie zachwyca kształt burty z załamaniem kadłuba. W jachcie ty najważniejsze to bezpieczeństwo i bardzo wysoki...",8,2,2016
Antila 26 CC,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-pyd0tc8zcrap9ld6jli1ojgvb2pl.webp,https://zegluj.pl/jacht/antila-26-cc/984,"Antila 26CC      Wygodny, bezpieczny jacht turystyczny, o dobrych właściwościach nautycznych przeznaczony do wygodnej żeglugi dla max 8osób. Pełna obsługa z kokpitu i...",8,2,2016
Maxus 26,280.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-26-iajqtxk2cb5uq3bbnnya1gu3zivl.webp,https://zegluj.pl/jacht/maxus-26/1122,Maxus 26 - Bravo 2Elegancja i komfortPływający w naszej flocie jacht Maxus 26 to absolutna gwiazda targów BOATSHOW 2014 w Łodzi.Ta jednostka znalazła grono swoich...,6,1,2016
Antila 33,660.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-g22w46sqb7p4hosllj3wx7tipqrl.webp,https://zegluj.pl/jacht/antila-33/1355,Antila 33 Projekt znanego i cenionego konstruktora Michała Orycha wyróżnia się nowatorskimi rozwiązaniami. Kształt kadłuba został zaprojektowany zgodnie z najnowszymi...,10,3,2016
