name,price,img,url,description,people,cabins,year
Antila 24.4,320.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-2nehidbecgh2deiysj7pnbksn5fo.webp,https://zegluj.pl/jacht/antila-24-4/1971,"ANTILA 24,4Antila 24,4 jest nowoczesną konstrukcją, będącą następcą bardzo popularnych Antil 24. Antila 24,4 jest nieco dłuższa i wyższa wewnątrz od swojej...",6,0,2022
Maxus 26,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-26-dbez05q02pemh1akj166rd39i1a0.webp,https://zegluj.pl/jacht/maxus-26/2145,,8,1,2022
Antila 27,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-7ekjej0e0shxrokt8b8wi3iy4ofq.webp,https://zegluj.pl/jacht/antila-27/2151,,10,3,2022
Flipper 900 ST,3010.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/flipper-900-st-y409nmjmq1o8uc8r3d0maw1vjhly.webp,https://zegluj.pl/jacht/flipper-900-st/2176,,10,2,2022
Antila 33.3,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-3-p9omb59ku12xfhafnxjjplcqaths.webp,https://zegluj.pl/jacht/antila-33-3/2302,,10,3,2022
Stillo 30,690.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-dfbtwfhm1mu1wplqrn4ts15m0kx0.webp,https://zegluj.pl/jacht/stillo-30/2310,"Stillo 30 został zaprojektowany dla 6-8 osób. Zaletą jachtu motorowego jest łatwość sterowania zarówno do przodu, jak i na biegu wstecznym, dzięki bardzo silnym,...",8,3,2022
Antila 28.2,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-28-2-60vlt266wp44qu33ffpt2czffijz.webp,https://zegluj.pl/jacht/antila-28-2/2366,"Witamy na pokładzie Antili 28.2 - Gwiazdy Czarterów na Mazurach! 

Odkryj z nami Antilę 28.2, model 2022 roku, który łączy w sobie sportowe osiągi z luksusem i...",8,3,2022
Futura 40,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-kaw7ca5m3zp7xncsnw0pfk26ju0z.webp,https://zegluj.pl/jacht/futura-40/2379,"Odkryj Luksus i Rozrywkę na Futura 40 Grand Horizon 

Futura 40 Grand Horizon redefiniuje pojęcie luksusowego wypoczynku na wodzie. Z trzema przestronnymi pokładami,...",8,3,2022
Bayliner Ciera,2000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/bayliner-ciera-ehu2w9seyzgnbz6qdnhd35fc2k8m.webp,https://zegluj.pl/jacht/bayliner-ciera/2410,"– Materac słoneczny
– Pokrowiec na materac
– Spoiler z daszkiem bimini
– Pakiet camper canvas (kurtyny)
– Pakiet preferencyjny z matami teakowymi w kokpicie
– Maty...",6,1,2022
Antila 24.4,370.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-fdvlsdb4cxiq7vl2tcn3cht6u67h.webp,https://zegluj.pl/jacht/antila-24-4/2445,"Antila 24.4 to doskonały wybór pod względem turystycznym i nautycznym. Jacht  z 2022r. w perfekcyjnym stanie .

Duża powierzchnia ożaglowania daje satysfakcję z...",8,0,2022
Maxus 33.1 RS,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-e43835c7v2c10c1vhitjg6tcw5ya.webp,https://zegluj.pl/jacht/maxus-33-1-rs/2518,,10,3,2022
Futura 40,1300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-k46gqbs52g5m9dz5licxp51ffmek.webp,https://zegluj.pl/jacht/futura-40/2528,FUTURA 40 GRAND HORIZON – okrzyknięta królową hausebotów klasy premium. PREMIEROWY JACHT dostępny będzie od maja 2022. FUTURE 40 jako jeden z największych jachtów na...,10,3,2022
Aquatic 28,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/aquatic-28-ebkquwb5ef7dtukh0myrrxmst3g8.webp,https://zegluj.pl/jacht/aquatic-28/2579,,8,3,2022
Phobos 25,270.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-25-8fa7kfdfjtpgm3tw6kgfsf8p1x0i.webp,https://zegluj.pl/jacht/phobos-25/2584,,7,0,2022
Balt 1018 Tytan,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/balt-1018-tytan-jwk6bfb54jou8ifi49xjc00m843h.webp,https://zegluj.pl/jacht/balt-1018-tytan/2612,,6,3,2022
Nexus 870 Revo,620.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-biflx3fbk9vhhsdln9g6sho8n9wh.webp,https://zegluj.pl/jacht/nexus-870-revo/2617,,6,2,2022
Balt 918 Tytan,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/balt-918-tytan-jz7dqz9uketzoapcmdel8zf7l53i.webp,https://zegluj.pl/jacht/balt-918-tytan/242,"DOPOSAŻENIE 2024 ! nowe materace -pokłady, pełen liftingBALT 918 TYTAN w wersji POWER jest pół-ślizgową jednostką spacerową z obszerną mesą salonową na górnym...",6,3,2021
Monteray 262 Cruiser,1100.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/monteray-262-cruiser-faz28c7rlqrjh0l05qzjc4s6ojk8.webp,https://zegluj.pl/jacht/monteray-262-cruiser/302,Monterey 262 Cruiser to szybki jacht motorowy z kabiną umożliwiającą zakwaterowanie załogi. Dłuższy rejs po Mazurach nie stanowi problemu. Doskonałe połączenie...,6,1,2021
Vector 10,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/vector-10-9vfuw2kxz4k2n51c0fnjrawtjfmn.webp,https://zegluj.pl/jacht/vector-10/310,"Vector 33,3 to najnowsza jednostka w naszej flocie. Jednostka ta wyróżnia się futurystyczną linia, miłym dla oka designem i niepowtarzalnym stylem. Dbałość o szczegóły...",10,3,2021
Nikhen Aquasun 34,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nikhen-aquasun-34-arewrc1pwueyierohqvtnb7rpzhv.webp,https://zegluj.pl/jacht/nikhen-aquasun-34/385,"Nowość na Mazurach – Czarter jachtu Aquasun 34 Sedan. Nowoczesny jacht z otwieranym dachem! Elegancka i zgrabna sylwetka, duży komfort użytkowania oraz przemyślana...",6,2,2021
Stillo 30,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-703i7jpf0bwrezbve5ed4vicqrra.webp,https://zegluj.pl/jacht/stillo-30/386,"Stillo 30 to bardzo komfortowy jacht dla 6 osób (3 zamykane sypialnie dwuosobowe), dodatkowo w mesie jest rozkładana sofa dlatego może w nim nocować nawet większa,...",8,3,2021
Antila 30,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-mslbzqcmw44xjfpyznl65zad0trr.webp,https://zegluj.pl/jacht/antila-30/412,ANTILA 30 VIP “Zante” (2019/20) to dokładnie pierwsza jednostka tego typu  jaka zeszła z linii produkcyjnej w stoczni Antila Yachts w Radomiu.  Jacht był prezentowany...,8,3,2021
Antila 30,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-cwmaaw2qlqpdc2aj89j1ew8rboyj.webp,https://zegluj.pl/jacht/antila-30/455,W przypadku samodzielnego wysprzątania jachtu po czarterze opłata serwisowa/za sprzątanie zostanie pomniejszona o 150 zł.Dane techniczne:Długość kadłuba - 945...,10,3,2021
Quest 825,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/quest-825-tr0ele929c2no72xb46dv25z3tyh.webp,https://zegluj.pl/jacht/quest-825/463,Jacht motorowy tworzący nową jakość w segmencie jachtów wypornościowych.Quest 825 (2021 r.) cechuje nowoczesna sylwetka z wygodnym kokpitem i przestrzennym pokładem...,6,1,2021
Maxus 26,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-26-l2uo5e66h0keerl6xjwryc1dlzes.webp,https://zegluj.pl/jacht/maxus-26/510,"Nowość!!! Maxus 26 jest pierwszą jednostką z nowej linii – evo, której atrybutem jest wprowadzenie wyjątkowo oryginalnego kształtu, odpowiadającego obecnym trendom na...",7,1,2021
Antila 30,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-wk7h4p1cvsfogbharr4ni5g884wq.webp,https://zegluj.pl/jacht/antila-30/553,"Nowość 2021 - Antila 30 to najnowsza propozycja ze stoczni Antila Yachts, mająca swoją premierę w 2020 roku. Komfortowy jacht, dla osób lubiących sportowe żeglowanie w...",10,3,2021
Sedna 26,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-26-qackuo2g0aaluve9uuisrd6rnduq.webp,https://zegluj.pl/jacht/sedna-26/570,"Sedna 26  to  szybki jacht  turystyczny, który  charakteryzuje się świetnymi właściwościami nautycznymi, wygodą oraz komfortowym wnętrzem, przeznaczonym dla 8 członków...",8,0,2021
Northman 1200,1400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/northman-1200-aqcmn5q5wchsko9ek08qz4qhbqe1.webp,https://zegluj.pl/jacht/northman-1200/627,"Czarter Northman 1200
Rozważasz czarter Northmana 1200 ? Zapraszamy do Sztynortu. To jedna z największych jednostek pływających po Mazurach, wyposażona w 3 zamykane...",8,3,2021
Nikhen Aquasun 34,950.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nikhen-aquasun-34-wolvmmq7ltpyjhpqi5mhti7tzkmy.webp,https://zegluj.pl/jacht/nikhen-aquasun-34/680,Port: SztynortO zdjęciach: Łódź jest obecnie w budowie. Zdjęcia pochodzą z prototypu w wariancie wyposażenia „AftCab” (który zamiast tarasu posiada dużą trzecią kabinę...,8,2,2021
Maxus 34,676.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-34-53cln9nf23ouusb1ps8w16rgaapx.webp,https://zegluj.pl/jacht/maxus-34/728,"Maxus 34 - Premiera 2021 Maxus 34 zaprojektowany z myślą o jak najlepszej żegludze z przyjaciółmi i rodziną. Przestrzenne wnętrze sprawia ,że każda minuta spędzona na...",10,3,2021
Aquatic 28,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/aquatic-28-3o94nl5lzgfj3wgytur70hiukdpi.webp,https://zegluj.pl/jacht/aquatic-28/763,"Aquatic 28
Jacht został skonstruowany przez znanego i cenionego konstruktora dr inż. Jerzego Pieśniewskiego przy współpracy ze stocznią. Jednostka ma 8,50m długości...",8,3,2021
Antila 26 CC,380.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-l5smirrwip6dvgly3893k8fcjtgj.webp,https://zegluj.pl/jacht/antila-26-cc/775,"W kokpicie naszego jachtu Antila 26cc zamontowano głośniki i podświetlenie. Jacht posiada 2 zamykane kabiny (dziobowa i rufowa).W standardzie: lodówka, ogrzewanie,...",8,2,2021
Stillo 30,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-rmy95xm7gdkz68q89hwyvm3oee2n.webp,https://zegluj.pl/jacht/stillo-30/804,STILLO 30  to następca sprawdzonej i cenionej Futury 900. Jest jednostką mającą na celu zaspokojenie oczekiwań najbardziej wymagających armatorów w sektorze jachtów...,8,3,2021
Janmor 700,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-mnflyqgo7beu035dj7307621qnjy.webp,https://zegluj.pl/jacht/janmor-700/810,Janmor 700 to łódź adresowana do szerokiej rzeszy amatorów spacerowego motorowodniactwa. W naszej ofercie występuje z nowoczesnym silnikiem Tohatsu o mocy 30KM dzięki...,7,0,2021
Futura 40,1200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-k86tne4oi4nxcfczxnxeztmdjyam.webp,https://zegluj.pl/jacht/futura-40/814,"To najnowszy jacht w naszej flocie. Zadbaliśmy aby wszystkie detale wykonane były na najwyższym poziomie, dbając równocześnie o funkcjonalność i komfort na pokładzie. ...",10,3,2021
Seamaster 45,2300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/seamaster-45-1lcl683067esteob4rxb0r3mmx0c.webp,https://zegluj.pl/jacht/seamaster-45/822,FUTURA 45 SEAMASTERPremiera 2021 wśród houseboatów!Futura 45 Seamaster to król Mazur w 2021 roku. Jest to udoskonalona wersja łodzi Futura ze Stoczni Cobra Yachts....,10,3,2021
Antila 27,420.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-g32j6n2snxl4q0sm7i6m59t01hx6.webp,https://zegluj.pl/jacht/antila-27/961,"ANTILA 27Jacht przeznaczony dla zapalonych żeglarzy, szukających idealnej równowagi pomiędzy osiągami a komfortem i prestiżem. Szczególna uwaga poświęcona została...",8,3,2021
Apartament na wodzie - Houseboat,1200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/apartament-na-wodzie-houseboat-ukvvi1fhnvhj6tnlcbufuxj7yoxc.webp,https://zegluj.pl/jacht/apartament-na-wodzie-houseboat/980,"Nasz sześcioosobowy Houseboat Luna wyposażony jest w silniki Suzuki 30 KM, co pozwala przemierzać mazurskie jeziora z prędkością ok 10-12 km/h i nie wymaga uprawnień....",6,2,2021
My Boat 23,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/my-boat-23-nki1f9gkr17bx947d42p387ai4lf.webp,https://zegluj.pl/jacht/my-boat-23/991,"Ekologiczny Hybrydowy Jacht Motorowy My Boat 23 SolarB E Z   P A T E N T U  To nowoczesny jacht typu Houseboat wyprodukowany w 2021r., zasilany energią słoneczną oraz...",6,1,2021
SunCamper 35,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-4octr91plqcbj5gtyhnlr4k2av4t.webp,https://zegluj.pl/jacht/suncamper-35/1044,"Jacht jest ponadstandardowo wyposażony zarówno pod kątem komfortu jak i użytkowania. Posiada dwa silne stery strumieniowe, kamerę cofania, wskaźnik wychylenia steru, 2...",6,2,2021
Seamaster 45,2200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/seamaster-45-22go3qkffq989m7pdpmuxkm1orha.webp,https://zegluj.pl/jacht/seamaster-45/1048,FUTURA 45 SEAMASTERFutura 45 Seamaster to  udoskonalona wersja łodzi Futura ze Stoczni Cobra Yachts. Solidny 80 konny silnik oraz dwa mocne stery strumieniowe zapewnią...,8,3,2021
Antila 26 CC,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-sgxf5whjj5u22ylxky2zet32yi54.webp,https://zegluj.pl/jacht/antila-26-cc/1172,"Antila 26 cc NowaNowy design Antili 26CC klasyczny, a zarazem futurystyczny to zwrócenie uwagi i podkreślenie poszczególnych detali. Szczególnie zachwyca kształt burty...",8,2,2021
Antila 30,580.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-nkeebai5hfwgdkndx9plzeap3xs0.webp,https://zegluj.pl/jacht/antila-30/1174,"Antila 30
Antila A30 – najnowszy komfortowy jacht którego premiera odbyła się na Targach w Łodzi. Przeznaczony dla osób lubiących sportowe żeglowanie oraz ceniących...",10,3,2021
AM 565,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/am-565-djuhlgbgwwgq5yugl5sawodr0199.webp,https://zegluj.pl/jacht/am-565/1191,Motorówka wynajmowana jest od rana do wieczora maksymalnie od godziny 8:00 do 20:00.Aby zarezerwować jacht na cłą  niedzielę należy wybrać w kalendarzu zakres od...,7,1,2021
Phobos 24.5,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-24-5-01q42cskijwytqgpzo3avvnsflga.webp,https://zegluj.pl/jacht/phobos-24-5/1208,,8,0,2021
Phobos 24.5,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-24-5-yq5df0kk7eo1imj7v0p833qzdi1v.webp,https://zegluj.pl/jacht/phobos-24-5/1212,"Opis Jachtu:Jacht żaglowy Phobos 24,5 - Wersja Exclusive Line / 6 osób - to bardzo nowoczesna, komfortowa, szybka i bezpieczna jednostka. Właściwości nautyczne jachtu...",8,1,2021
Antila 33,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-y8cqffh8diowgga5pa7u8gl9fpr5.webp,https://zegluj.pl/jacht/antila-33/1217,"Nowoczesna, dynamiczna sylwetka z charakterystycznym załamaniem kadłuba oraz eleganckie linie to cechy wyróżniajace ten jacht. Przestronny i ergonomiczny kokpit ze...",10,3,2021
Sunhorse 25,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sunhorse-25-rxhv9jq1pifee0lbf6xzs5cjkrwh.webp,https://zegluj.pl/jacht/sunhorse-25/1225,Jacht Sunhorse 25 (2021rok) z panelem Solarnym 60 W dla 5 osób to jacht typu Houseboat wyposażony w cichy silnik o mocy 20 KM (osiąga 14 km/h). Na wyposażeniu jest...,5,0,2021
H1 Stealth,760.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/h1-stealth-fk84w8pk30d1afq1kxf3448yphqh.webp,https://zegluj.pl/jacht/h1-stealth/1274,"Opis dynamicznej motorówki H1 Stealth 60Szybka, mocna, zaprojektowana z myślą o dynamicznym pływaniu – taka jest motorówka H1 Stealth 60. To nasza perełka wśród...",4,0,2021
Mirakul 30,2280.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/mirakul-30-5wjtd8m1j7zne0ayxyjv3yvpzo18.webp,https://zegluj.pl/jacht/mirakul-30/1283,"Opis jachtu Mirakul 30 HT

Marzysz o luksusowym i komfortowym rejsie po Mazurach? Nowoczesny jacht motorowy Mirakul 30 HT to idealny wybór dla tych, którzy cenią sobie...",8,2,2021
Antila 30,520.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-hskxuvznvrtci8e2qezvunsichkr.webp,https://zegluj.pl/jacht/antila-30/1303,Antila 30 jest wyposażona w płetwe sterową na pawęży która jest sprzężona hydraulicznie z kołem sterowym i silnikiem zaburtowymWyposażenieKoło sterowePłetwa sterowa na...,10,3,2021
Antila 27,390.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-h4376o1ex9284mx34kj1u9gf0m42.webp,https://zegluj.pl/jacht/antila-27/1306,"Jacht Antila 27 został wyposażony ponadstandardowo w wielofunkcyjny dotykowy panel multimedialny, w każdej kabinie zainstalowano gniazdka 230V wraz z 2 gniazdkami USB...",10,3,2021
Antila 24.4,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-lheeq9cfof04fvmvl5ylmnjnoa8f.webp,https://zegluj.pl/jacht/antila-24-4/1307,Jednostka jako pierwsza Antila 24.4 i jedyna w Polsce będzie miała zamykaną kabinę dziobową. Została również ponadstandardowo wyposażona w wielofunkcyjny dotykowy...,8,0,2021
SunCamper 35,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-nk2esjvhiogqg756nip44l3adxa2.webp,https://zegluj.pl/jacht/suncamper-35/1317,Suncamper 35 BEZ PATENTUSunCamper 35 jest jednostką idealną do rodzinnego pływania rekreacyjnego. Przypadnie do gustu nawet najbardziej wymagającym klientom! Wyróżnia...,6,2,2021
Calipso 550,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-550-yz2gnpttxuov1ecj30zzuv325bcy.webp,https://zegluj.pl/jacht/calipso-550/1321,Calipso 550 Łódź motorowa CALIPSO 550 ze stoczni Calipso-Yacht nowość na rok 2016 zaprojektowany jest do kilkudniowego pływania rekreacyjnego dla 2-3 osób. Jacht...,3,0,2021
Nautic 30 (900),550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautic-30-900-s7bro754fgqhtyz5ut2ic88fhipf.webp,https://zegluj.pl/jacht/nautic-30-900/1345,"Nowość roku 2021 czyli Nautic 900 ""MARGO"" to świeży model, który zachwyci odbiorców nietuzinkowym wyglądem o dynamicznych, ale harmonicznie opanowanych przez...",6,2,2021
Sedna 30,420.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-30-4mwwahl1tytj4wm4lhxeinh9kjlp.webp,https://zegluj.pl/jacht/sedna-30/1347,"Sedna 30 Piękny, nowoczesny i szybki jacht turystyczny o sportowym charakterze, dający dużą satysfakcję z żeglugi. Jest to najnowsze dziecko znanego architekta Leszka...",9,3,2021
Futura 40,1400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-2r99ysw83yodt13ekc0y91ww30sq.webp,https://zegluj.pl/jacht/futura-40/1378,Futura 40 Grand Horizon to komfortowa jednostka pływająca z najwyższym standardem mieszkalnym. Łączy w sobie najlepsze cechy poprzedniego modelu (Futura 36) oraz...,10,3,2021
Stillo 30,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-r0ilnv13ezpd0ur7etoaj7rua61t.webp,https://zegluj.pl/jacht/stillo-30/1456,"Dane techniczne jachtu Stillo 30długość:9,00 mszerokość:3,25 mwys. w kabinie:1,90 mzanurzenie:0,50 milość osób:6+13 kabiny dwuosobowedwa stery strumieniowe (dziobowy i...",7,3,2021
Janmor 700,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-xr6z6b0a58s4bpd6sr7usf5cop40.webp,https://zegluj.pl/jacht/janmor-700/1465,Janmor 700 Nowoczesna łódź adresowana do szerokiej rzeszy amatorów spacerowego motorowodniactwa. W naszej ofercie występuje z nowoczesnym silnikiem Tohatsu o mocy 30KM...,5,0,2021
Antila 30,565.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-rj1gt6els0hm9u9ymi3oju3amtau.webp,https://zegluj.pl/jacht/antila-30/1549,"ANTILA 30 Mniejsza wersja bardzo popularnej Antili 33. Doskonale wyposażona i przeznaczona dla najbardziej wymagających żeglarzy. 1 koło sterowe, duży kokpit z...",8,3,2021
Antila 24.4,250.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-52g3zwk7su7t4971ydffr0gqs04x.webp,https://zegluj.pl/jacht/antila-24-4/1804,,8,0,2021
Antila 33,540.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-912fh5xu2f2fisn42gxfbtqsl7r8.webp,https://zegluj.pl/jacht/antila-33/1952,Wyposażenie zewnętrzneBiminiSzprycbudaTentStolik w kokpicieDziobowy pokład słonecznyRufowy pokład słonecznyPlatforma kąpielowaPrysznic rufowyDrabinka zaburtowa...,10,3,2021
Maxus 24 Evo,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-24-evo-gtxmvx1sq76wz9in9wbwmkcgiz13.webp,https://zegluj.pl/jacht/maxus-24-evo/2146,"Witam mam do zaoferowania jacht w bardzo dobrym stanie, brak Oznak zużycia, utrzymany w perfekcyjnym stanie technicznym, dodatkowo doposażony o telewizor oraz podest...",8,0,2021
Stillo 30,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-old237szm1pann0oh4joonvuatpc.webp,https://zegluj.pl/jacht/stillo-30/2149,,8,3,2021
Maxus 28,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-28-tdcogr4nplhuyr9pdvmkv3fk61e0.webp,https://zegluj.pl/jacht/maxus-28/2256,,8,2,2021
Antila 27,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-6onx6ltlhrt0jnma0ktu79s94rrm.webp,https://zegluj.pl/jacht/antila-27/2293,,10,3,2021
Antila 24.4,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-stge0zlqc5unvjihgwxkfmvavug2.webp,https://zegluj.pl/jacht/antila-24-4/2344,Pokład zbudowano z myślą o bezpiecznej i komfortowej żegludze. Wszystkie liny do obsługi żagli sprowadzone są do kokpitu. Jacht jest wyposażony w pełną stabilizację...,6,0,2021
Antila 33,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-x7hqfotiq3a0cjkhav75qd195f8w.webp,https://zegluj.pl/jacht/antila-33/2363,"Antila 33.1 ""Lew Północy"" – Połączenie Technologii i Elegancji 

Jacht Antila 33.1 ""Lew Północy"", wprowadzony na rynek w 2021 roku, to jednostka żeglarska, która...",10,3,2021
Antila 30.1,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-1-uvd5ks8w413g2xfmnpnkazpzrkwq.webp,https://zegluj.pl/jacht/antila-30-1/2365,"Antila 30.1 ""Czarny Czort"" – Luksusowe Żeglarstwo na Mazurach 

Jacht Antila 30.1 ""Czarny Czort"", wprowadzony na rynek w 2021 roku, jest jednym z...",8,3,2021
Antila 27,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-doumjuzy3reium8ek0g8jxtabone.webp,https://zegluj.pl/jacht/antila-27/2372,"Antila 27 – Synonim Luksusu i Komfortu na Wodzie 

Jacht Antila 27 ""Cicely"" TopExclusive, wprowadzony na rynek w 2021 roku, to wyjątkowa jednostka żeglarska, która...",8,3,2021
Stillo 30,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-ca6wicze1th87qikz77guts5iihb.webp,https://zegluj.pl/jacht/stillo-30/2385,"Stillo 30: Gdzie Ekskluzywność Spotyka Przygodę

Zapraszamy na pokład Stillo 30, gdzie każdy szczegół został zaprojektowany z myślą o zapewnieniu najwyższego...",8,3,2021
Antila 26 CC,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-7v3bwdj1ujsu3kq7c0pzabf5ifm3.webp,https://zegluj.pl/jacht/antila-26-cc/2469,,8,2,2021
Antila 24.4,290.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-7xi7rwt4m7ityxbqg3e20sdyicef.webp,https://zegluj.pl/jacht/antila-24-4/2502,,6,0,2021
Sedna 30,330.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-30-rkebbs8lzn42qqdh9bpq7dhyj2cq.webp,https://zegluj.pl/jacht/sedna-30/2506,,8,2,2021
Antila 30.1,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-1-1a0w2og7qncoj0gzs2wujdeipfnv.webp,https://zegluj.pl/jacht/antila-30-1/2535,,10,3,2021
Maxus 28,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-28-lzetfhqmewf0twaf3cz0lhy9vyub.webp,https://zegluj.pl/jacht/maxus-28/2550,"Absolutny TOP wśród jachtów żaglowych z cenionej serii MAXUS stoczni NORTHMANN na Mazurach !!! Jacht Maxus 28 to doceniona jednostka, która zdobywa coraz większą...",8,2,2021
